Measurement : Å											
Device : DataPhysics OCA - Series											
Customer : DataPhysics											
Sample : Not Defined											
Operator : Ruben											
Remarks : DataPhysics											
											
Run-Num.	Volume	Drop	Type	Error	Theta(M)	Base Diameter	Solid	Mag-factor	IFT	Comment	Age
859	-999	Water	SD	-999	67,3	3,1963		171,78	0		435802
860	-999	Water	SD	-999	67,6	3,1962		171,78	0		435881
861	-999	Water	SD	-999	66,6	3,2312		171,78	0		436039
862	-999	Water	SD	-999	66,7	3,2371		171,78	0		436294
863	-999	Water	SD	-999	66,5	3,2428		171,78	0		436375
864	-999	Water	SD	-999	66,7	3,2486		171,78	0		436454
865	-999	Water	SD	-999	67,7	3,2429		171,78	0		436530
866	-999	Water	SD	-999	66,3	3,2544		171,78	0		436602
867	-999	Water	SD	-999	66,1	3,2545		171,78	0		436670
868	-999	Water	SD	-999	66,4	3,2487		171,78	0		436741
869	-999	Water	SD	-999	66,8	3,2544		171,78	0		436819
870	-999	Water	SD	-999	66,6	3,2544		171,78	0		436892
871	-999	Water	SD	-999	66	3,2544		171,78	0		436969
872	-999	Water	SD	-999	66,7	3,2544		171,78	0		437040
873	-999	Water	SD	-999	65,9	3,2546		171,78	0		437107
874	-999	Water	SD	-999	66,5	3,2544		171,78	0		437179
875	-999	Water	SD	-999	66,1	3,2602		171,78	0		437257
876	-999	Water	SD	-999	65,4	3,2603		171,78	0		437327
877	-999	Water	SD	-999	66,5	3,2603		171,78	0		437405
878	-999	Water	SD	-999	66,1	3,2662		171,78	0		437478
879	-999	Water	SD	-999	65,8	3,2604		171,78	0		437546
880	-999	Water	SD	-999	66,5	3,2603		171,78	0		437623
881	-999	Water	SD	-999	65,7	3,2604		171,78	0		437709
882	-999	Water	SD	-999	66,3	3,2662		171,78	0		437789
883	-999	Water	SD	-999	65,5	3,2719		171,78	0		437861
884	-999	Water	SD	-999	66,1	3,2603		171,78	0		437937
885	-999	Water	SD	-999	66,2	3,2661		171,78	0		438009
886	-999	Water	SD	-999	65,2	3,2662		171,78	0		438077
887	-999	Water	SD	-999	65,2	3,2719		171,78	0		438153
888	-999	Water	SD	-999	65,5	3,2719		171,78	0		438227
889	-999	Water	SD	-999	65,2	3,272		171,78	0		438296
890	-999	Water	SD	-999	65	3,2719		171,78	0		438374
891	-999	Water	SD	-999	65,6	3,2603		171,78	0		438446
892	-999	Water	SD	-999	66	3,272		171,78	0		438515
893	-999	Water	SD	-999	64,3	3,272		171,78	0		438592
894	-999	Water	SD	-999	63,6	3,272		171,78	0		438665
895	-999	Water	SD	-999	61,3	3,2778		171,78	0		438767
896	-999	Water	SD	-999	60,5	3,2777		171,78	0		438844
897	-999	Water	SD	-999	60,5	3,2719		171,78	0		438916
898	-999	Water	SD	-999	59,3	3,2662		171,78	0		438985
899	-999	Water	SD	-999	58,1	3,2605		171,78	0		439064
900	-999	Water	SD	-999	57,3	3,2548		171,78	0		439133
901	-999	Water	SD	-999	56,3	3,2604		171,78	0		439219
902	-999	Water	SD	-999	55,4	3,2662		171,78	0		439289
903	-999	Water	SD	-999	54,8	3,2546		171,78	0		439359
904	-999	Water	SD	-999	52,5	3,2489		171,78	0		439458
905	-999	Water	SD	-999	51,6	3,2489		171,78	0		439534
906	-999	Water	SD	-999	50,3	3,2433		171,78	0		439603
907	-999	Water	SD	-999	49,1	3,2376		171,78	0		439678
908	-999	Water	SD	-999	47,7	3,2317		171,78	0		439754
909	-999	Water	SD	-999	47,1	3,2203		171,78	0		439842
910	-999	Water	SD	-999	46,5	3,2487		171,78	0		439915
911	-999	Water	SD	-999	44,7	3,1264		171,78	0		440017
912	-999	Water	SD	-999	43,9	3,1322		171,78	0		440092
913	-999	Water	SD	-999	43,3	3,1441		171,78	0		440163
914	-999	Water	SD	-999	42,3	3,1381		171,78	0		440233
915	-999	Water	SD	-999	41,5	3,132		171,78	0		440303
916	-999	Water	SD	-999	40,2	3,1555		171,78	0		440395
917	-999	Water	SD	-999	39,3	3,132		171,78	0		440466
918	-999	Water	SD	-999	38,7	3,1381		171,78	0		440535
919	-999	Water	SD	-999	37,9	3,1557		171,78	0		440609
920	-999	Water	SD	-999	36,9	3,1617		171,78	0		440680
921	-999	Water	SD	-999	36,5	3,1445		171,78	0		440750
922	-999	Water	SD	-999	36,3	3,1088		171,78	0		440827
923	-999	Water	SD	-999	36,5	3,133		171,78	0		440907
924	-999	Water	SD	-999	36,3	3,1209		171,78	0		440990
925	-999	Water	SD	-999	36,2	3,1033		171,78	0		441061
926	-999	Water	SD	-999	36,5	3,1092		171,78	0		441132
927	-999	Water	SD	-999	36,7	3,115		171,78	0		441200
928	-999	Water	SD	-999	36,7	3,1265		171,78	0		441272
929	-999	Water	SD	-999	36,9	3,08		171,78	0		441364
930	-999	Water	SD	-999	36,9	3,1097		171,78	0		441437
931	-999	Water	SD	-999	36,8	3,1211		171,78	0		441505
932	-999	Water	SD	-999	37,3	3,1324		171,78	0		441596
933	-999	Water	SD	-999	37,4	3,0923		171,78	0		441687
934	-999	Water	SD	-999	37,2	3,0979		171,78	0		441757
935	-999	Water	SD	-999	37,5	3,0859		171,78	0		441829
936	-999	Water	SD	-999	37,8	3,0806		171,78	0		441904
937	-999	Water	SD	-999	38,3	3,0392		171,78	0		441975
938	-999	Water	SD	-999	38,4	3,0746		171,78	0		442048
939	-999	Water	SD	-999	38	3,0572		171,78	0		442122
940	-999	Water	SD	-999	38,5	3,0395		171,78	0		442210
941	-999	Water	SD	-999	38,7	3,0454		171,78	0		442282
942	-999	Water	SD	-999	39,2	3,0572		171,78	0		442355
943	-999	Water	SD	-999	39,6	3,0395		171,78	0		442427
944	-999	Water	SD	-999	39,4	2,9927		171,78	0		442500
945	-999	Water	SD	-999	39,8	3,0457		171,78	0		442570
946	-999	Water	SD	-999	40,1	3,0452		171,78	0		442638
947	-999	Water	SD	-999	40,3	3,0102		171,78	0		442710
948	-999	Water	SD	-999	40,6	3,0101		171,78	0		442787
949	-999	Water	SD	-999	40,6	2,9925		171,78	0		442855
950	-999	Water	SD	-999	41,3	3,0165		171,78	0		442923
951	-999	Water	SD	-999	40,7	2,9757		171,78	0		443004
952	-999	Water	SD	-999	40,9	2,9283		171,78	0		443096
953	-999	Water	SD	-999	41	2,9459		171,78	0		443185
954	-999	Water	SD	-999	41,5	2,9748		171,78	0		443258
955	-999	Water	SD	-999	41,1	2,9226		171,78	0		443346
956	-999	Water	SD	-999	41,7	2,9638		171,78	0		443416
957	-999	Water	SD	-999	41,8	2,9341		171,78	0		443491
958	-999	Water	SD	-999	41,4	2,9167		171,78	0		443579
959	-999	Water	SD	-999	42	2,9341		171,78	0		443653
960	-999	Water	SD	-999	42	2,9167		171,78	0		443725
961	-999	Water	SD	-999	41,8	2,9346		171,78	0		443794
962	-999	Water	SD	-999	42	2,9283		171,78	0		443865
963	-999	Water	SD	-999	42	2,9109		171,78	0		443939
964	-999	Water	SD	-999	42,1	2,9226		171,78	0		444010
965	-999	Water	SD	-999	42,3	2,9167		171,78	0		444080
966	-999	Water	SD	-999	42,7	2,9459		171,78	0		444155
967	-999	Water	SD	-999	42,6	3,005		171,78	0		444227
968	-999	Water	SD	-999	43,1	2,9458		171,78	0		444298
969	-999	Water	SD	-999	42,5	2,9169		171,78	0		444375
970	-999	Water	SD	-999	43,1	3,0275		171,78	0		444445
971	-999	Water	SD	-999	42,9	2,9167		171,78	0		444516
972	-999	Water	SD	-999	43,4	2,9408		171,78	0		444593
973	-999	Water	SD	-999	42,8	2,8936		171,78	0		444686
974	-999	Water	SD	-999	43,1	2,8936		171,78	0		444764
975	-999	Water	SD	-999	43,1	2,8877		171,78	0		444840
976	-999	Water	SD	-999	44,1	3,0331		171,78	0		444916
977	-999	Water	SD	-999	43,5	2,8994		171,78	0		444987
978	-999	Water	SD	-999	43,5	2,8934		171,78	0		445064
979	-999	Water	SD	-999	43,8	2,9986		171,78	0		445140
980	-999	Water	SD	-999	43,3	2,8935		171,78	0		445220
981	-999	Water	SD	-999	43,5	3,0101		171,78	0		445295
982	-999	Water	SD	-999	43,9	2,9112		171,78	0		445375
983	-999	Water	SD	-999	43,7	2,9986		171,78	0		445473
984	-999	Water	SD	-999	43,6	2,882		171,78	0		445545
985	-999	Water	SD	-999	43,6	2,9986		171,78	0		445622
986	-999	Water	SD	-999	43,8	2,9759		171,78	0		445697
987	-999	Water	SD	-999	44,4	3,01		171,78	0		445769
988	-999	Water	SD	-999	44,4	2,9928		171,78	0		445862
989	-999	Water	SD	-999	44	2,9927		171,78	0		445954
990	-999	Water	SD	-999	44,3	2,9984		171,78	0		446035
991	-999	Water	SD	-999	44,3	3,0041		171,78	0		446108
992	-999	Water	SD	-999	44,1	3,01		171,78	0		446195
993	-999	Water	SD	-999	45,5	3,0098		171,78	0		446268
994	-999	Water	SD	-999	45	2,9925		171,78	0		446349
995	-999	Water	SD	-999	45,2	3,0098		171,78	0		446429
996	-999	Water	SD	-999	45,3	2,9982		171,78	0		446509
997	-999	Water	SD	-999	45,5	3,0039		171,78	0		446582
998	-999	Water	SD	-999	44,9	2,9639		171,78	0		446665
999	-999	Water	SD	-999	44,7	2,9753		171,78	0		446738
1000	-999	Water	SD	-999	45,5	3,0097		171,78	0		446833
1001	-999	Water	SD	-999	45,1	2,9867		171,78	0		446915
1002	-999	Water	SD	-999	44,8	2,9982		171,78	0		446989
1003	-999	Water	SD	-999	44,9	2,9924		171,78	0		447069
1004	-999	Water	SD	-999	45,3	2,981		171,78	0		447165
1005	-999	Water	SD	-999	45,7	3,0039		171,78	0		447250
1006	-999	Water	SD	-999	46,1	2,9982		171,78	0		447325
1007	-999	Water	SD	-999	46	2,9924		171,78	0		447409
1008	-999	Water	SD	-999	46,4	3,0039		171,78	0		447487
1009	-999	Water	SD	-999	45,5	3,0039		171,78	0		447568
1010	-999	Water	SD	-999	45,7	2,9867		171,78	0		447643
1011	-999	Water	SD	-999	45,4	2,9924		171,78	0		447727
1012	-999	Water	SD	-999	45,7	2,9981		171,78	0		447802
1013	-999	Water	SD	-999	45,4	2,9866		171,78	0		447882
1014	-999	Water	SD	-999	45,2	2,9751		171,78	0		447965
1015	-999	Water	SD	-999	45,1	2,9809		171,78	0		448040
1016	-999	Water	SD	-999	46,3	3,0039		171,78	0		448115
1017	-999	Water	SD	-999	46	2,9866		171,78	0		448197
1018	-999	Water	SD	-999	45,2	2,9809		171,78	0		448272
1019	-999	Water	SD	-999	45,4	2,9638		171,78	0		448352
1020	-999	Water	SD	-999	45,7	2,9809		171,78	0		448438
1021	-999	Water	SD	-999	46	2,9981		171,78	0		448547
1022	-999	Water	SD	-999	46,3	2,975		171,78	0		448643
1023	-999	Water	SD	-999	45,8	2,9808		171,78	0		448724
1024	-999	Water	SD	-999	45,9	2,9751		171,78	0		448810
1025	-999	Water	SD	-999	45,8	2,9636		171,78	0		448887
1026	-999	Water	SD	-999	45,9	2,9635		171,78	0		448970
1027	-999	Water	SD	-999	45,6	2,9636		171,78	0		449053
1028	-999	Water	SD	-999	46,2	2,975		171,78	0		449134
1029	-999	Water	SD	-999	46	2,975		171,78	0		449208
1030	-999	Water	SD	-999	45,9	2,9635		171,78	0		449291
1031	-999	Water	SD	-999	46,8	2,9806		171,78	0		449374
1032	-999	Water	SD	-999	47,3	2,9922		171,78	0		449450
1033	-999	Water	SD	-999	46,9	2,9807		171,78	0		449553
1034	-999	Water	SD	-999	47,1	2,9864		171,78	0		449654
1035	-999	Water	SD	-999	46,6	2,9922		171,78	0		449728
1036	-999	Water	SD	-999	46,6	2,9864		171,78	0		449814
1037	-999	Water	SD	-999	46,3	2,9691		171,78	0		449889
1038	-999	Water	SD	-999	46,2	2,9692		171,78	0		449987
1039	-999	Water	SD	-999	46,3	2,9807		171,78	0		450071
1040	-999	Water	SD	-999	46,1	2,9407		171,78	0		450165
1041	-999	Water	SD	-999	47,5	2,9806		171,78	0		450259
1042	-999	Water	SD	-999	46,5	2,9633		171,78	0		450354
1043	-999	Water	SD	-999	46,7	2,9748		171,78	0		450435
1044	-999	Water	SD	-999	46,8	2,969		171,78	0		450509
1045	-999	Water	SD	-999	47	2,9864		171,78	0		450584
1046	-999	Water	SD	-999	46,9	2,9864		171,78	0		450780
1047	-999	Water	SD	-999	47,2	2,9806		171,78	0		450875
1048	-999	Water	SD	-999	46,5	2,9691		171,78	0		450969
1049	-999	Water	SD	-999	47,1	2,969		171,78	0		451078
1050	-999	Water	SD	-999	46,7	2,9461		171,78	0		451172
1051	-999	Water	SD	-999	47,6	2,9806		171,78	0		451256
1052	-999	Water	SD	-999	46,9	2,9633		171,78	0		451342
1053	-999	Water	SD	-999	47,1	2,969		171,78	0		451422
1054	-999	Water	SD	-999	46,9	2,969		171,78	0		451506
1055	-999	Water	SD	-999	46,7	2,9459		171,78	0		451601
1056	-999	Water	SD	-999	47,4	2,969		171,78	0		451691
1057	-999	Water	SD	-999	47,8	2,969		171,78	0		451786
1058	-999	Water	SD	-999	46,6	2,969		171,78	0		451862
1059	-999	Water	SD	-999	47,6	2,969		171,78	0		451947
1060	-999	Water	SD	-999	46,9	2,9633		171,78	0		452023
1061	-999	Water	SD	-999	47,2	2,9748		171,78	0		452109
1062	-999	Water	SD	-999	47,2	2,9575		171,78	0		452219
1063	-999	Water	SD	-999	48	2,969		171,78	0		452295
1064	-999	Water	SD	-999	47,5	2,9574		171,78	0		452381
1065	-999	Water	SD	-999	47,7	2,9459		171,78	0		452500
1066	-999	Water	SD	-999	47,2	2,969		171,78	0		452576
1067	-999	Water	SD	-999	48	2,9574		171,78	0		452660
1068	-999	Water	SD	-999	47,4	2,9574		171,78	0		452747
1069	-999	Water	SD	-999	47,5	2,9459		171,78	0		452822
1070	-999	Water	SD	-999	47,5	2,9574		171,78	0		452906
1071	-999	Water	SD	-999	47,8	2,9631		171,78	0		452988
1072	-999	Water	SD	-999	47,6	2,9516		171,78	0		453071
1073	-999	Water	SD	-999	47,6	2,9516		171,78	0		453148
1074	-999	Water	SD	-999	47,4	2,9344		171,78	0		453270
1075	-999	Water	SD	-999	47,4	2,9402		171,78	0		453353
1076	-999	Water	SD	-999	47,2	2,94		171,78	0		453435
1077	-999	Water	SD	-999	47,7	2,9632		171,78	0		453511
1078	-999	Water	SD	-999	48,1	2,94		171,78	0		453603
1079	-999	Water	SD	-999	47,4	2,9402		171,78	0		453699
1080	-999	Water	SD	-999	47,8	2,9516		171,78	0		453783
1081	-999	Water	SD	-999	47,8	2,9459		171,78	0		453903
1082	-999	Water	SD	-999	47,8	2,9401		171,78	0		453978
1083	-999	Water	SD	-999	48,1	2,9573		171,78	0		454060
1084	-999	Water	SD	-999	47,7	2,9458		171,78	0		454163
1085	-999	Water	SD	-999	47,8	2,9574		171,78	0		454240
1086	-999	Water	SD	-999	48	2,9458		171,78	0		454326
1087	-999	Water	SD	-999	47,6	2,9516		171,78	0		454416
1088	-999	Water	SD	-999	47,7	2,9573		171,78	0		454499
1089	-999	Water	SD	-999	48	2,9459		171,78	0		454610
1090	-999	Water	SD	-999	47,5	2,9343		171,78	0		454720
1091	-999	Water	SD	-999	47,7	2,9459		171,78	0		454798
1092	-999	Water	SD	-999	48	2,9516		171,78	0		454883
1093	-999	Water	SD	-999	48,2	2,9516		171,78	0		454973
1094	-999	Water	SD	-999	48,6	2,9573		171,78	0		455078
1095	-999	Water	SD	-999	48	2,9573		171,78	0		455165
1096	-999	Water	SD	-999	47,8	2,9457		171,78	0		455248
1097	-999	Water	SD	-999	48	2,9342		171,78	0		455333
1098	-999	Water	SD	-999	47,9	2,94		171,78	0		455419
1099	-999	Water	SD	-999	48,4	2,9515		171,78	0		455505
1100	-999	Water	SD	-999	47,9	2,9573		171,78	0		455593
1101	-999	Water	SD	-999	47,8	2,9343		171,78	0		455672
1102	-999	Water	SD	-999	47,9	2,9457		171,78	0		455758
1103	-999	Water	SD	-999	48	2,9458		171,78	0		455860
1104	-999	Water	SD	-999	47,9	2,94		171,78	0		455946
1105	-999	Water	SD	-999	48	2,94		171,78	0		456029
1106	-999	Water	SD	-999	47,7	2,9342		171,78	0		456116
1107	-999	Water	SD	-999	48	2,9342		171,78	0		456200
1108	-999	Water	SD	-999	47,9	2,94		171,78	0		456321
